Date Scraped,Title,news_summary,news_card_image,Date Published,Link,Publication,Author,text,id,predicted_category,similarity,cluster,cluster_size
2025-05-12,naomi watts’ ex liev schreiber praises transgender daughter kai and ‘profound’ moment with pronouns,"naomi watts and liev schreiber’s daughter is joining her parents in the spotlight, after walking at paris fashion week.",https://images.7news.com.au/publication/C-18645536/a7212978fb2915c299bfd71bd75e2899eae32fa3-16x9-x0y0w1280h720.jpg,2025-05-10 11:38 AM,https://7news.com.au/entertainment/naomi-watts-ex-liev-schreiber-praises-transgender-daughter-kai-and-profound-moment-with-pronouns-c-18645536,7news.com.au,caleb taylor,"naomi watts’ ex liev schreiber praises transgender daughter kai and ‘profound’ moment with pronouns 

 naomi watts and liev schreiber’s daughter is joining her parents in the spotlight, after walking at paris fashion week.",388,lifestyle,0.588262677192688,1,412
2025-05-12,"the age photos of the week, may 10, 2025",nil,"https://static.ffx.io/images/$zoom_0.2008344395979518,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_31/t_crop_custom/q_86,f_auto/a8992f47bf8dd6a6ed3e7b983416295fb916934a",2025-05-10 11:30 AM,https://www.smh.com.au/national/victoria/the-age-photos-of-the-week-may-10-2025-20250510-p5ly3h.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"the age photos of the week, may 10, 2025 

 ",389,lifestyle,0.4873557984828949,1,412
2025-05-12,menendez brothers closer to freedom as resentencing hearings set for parents’ fatal shooting,"if the brothers are resentenced, they could become immediately eligible for parole.",https://images.7news.com.au/publication/C-18645331/5c363227340724baa786703d744a043c83b0f20f-16x9-x0y0w1280h720.jpg,2025-05-10 11:14 AM,https://7news.com.au/news/menendez-brothers-closer-to-freedom-as-resentencing-hearings-set-for-parents-fatal-shooting-c-18645331,7news.com.au,jaimie ding,"menendez brothers closer to freedom as resentencing hearings set for parents’ fatal shooting 

 if the brothers are resentenced, they could become immediately eligible for parole.",390,politics,0.5408958792686462,1,412
2025-05-12,investigation launched after body found at home and man arrested,a 31-year-old man was arrested at the scene.,https://images.7news.com.au/publication/C-18645462/3821d0996bc3f9c9863999da7985a7f3f664923e-16x9-x0y0w1280h720.png,2025-05-10 10:59 AM,https://7news.com.au/news/murder-investigation-launched-after-body-found-at-home-and-man-arrested-c-18645462,7news.com.au,demi huang,"investigation launched after body found at home and man arrested 

 a 31-year-old man was arrested at the scene.",391,lifestyle,0.5486574172973633,1,412
2025-05-12,blasts in indian city amritsar stoke fears of widening conflict | abc news,nil,,2025-05-10 10:48 AM,https://www.youtube.com/watch?v=XJvTsOUxiXI,abc news (australia),abc news (australia),"blasts in indian city amritsar stoke fears of widening conflict | abc news 

 ",392,politics,0.462563157081604,1,412
2025-05-12,dv abusers to be kicked out of homes,domestic violence victims will be protected in a new program that will fortify their property and kick their abusers out.,https://content.api.news/v3/images/bin/804016a9dbcdd0cc47017e2132229e3c?width=320,2025-05-10 11:05 AM,https://www.news.com.au/national/nsw-act/politics/domestic-violence-abusers-will-be-kicked-out-of-homes-to-protect-victims-in-expanded-nsw-program/news-story/9b2fe9dbc519e875ff2972a550cd64bd?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"dv abusers to be kicked out of homes 

 domestic violence victims will be protected in a new program that will fortify their property and kick their abusers out.",393,politics,0.562735378742218,1,412
2025-05-12,family member charged with manslaughter over 2023 death of four-week-old baby,"‘the death of an infant is tragic — where there are suspected inflicted injuries, it’s another level that is abhorrent to people.’",https://images.7news.com.au/publication/C-18645127/b7138f2921a1e78805a0200074291f8917530075-16x9-x0y0w1280h720.png,2025-05-10 10:33 AM,https://7news.com.au/news/family-member-charged-with-manslaughter-over-2023-death-of-four-week-old-baby-c-18645127,7news.com.au,alex mitchell,"family member charged with manslaughter over 2023 death of four-week-old baby 

 ‘the death of an infant is tragic — where there are suspected inflicted injuries, it’s another level that is abhorrent to people.’",394,politics,0.5526886582374573,1,412
2025-05-12,urgent warning for popular baby product,a popular baby product sold at baby bunting has been recalled over safety fears.,https://content.api.news/v3/images/bin/c3439b1f4cb016d83dd708216a4fd073?width=320,2025-05-10 10:35 AM,https://www.news.com.au/lifestyle/parenting/babies/accc-issues-urgent-recall-for-cherub-baby-anywhere-warmer-pro/news-story/49761b92f3e682e634efa3b5b0613830?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"urgent warning for popular baby product 

 a popular baby product sold at baby bunting has been recalled over safety fears.",395,music,0.5680966377258301,1,412
2025-05-12,"don’t bin it, compost it: a beginner’s guide to smarter food waste",nil,https://i.guim.co.uk/img/media/e164d82462bf1ca3b8cd9ebd4df45c1d8b06c185/0_0_5000_4000/master/5000.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=94b74747a1e7c886bf2915de126b635e,2025-05-10 10:00 AM,https://www.theguardian.com/australia-news/2025/may/10/dont-bin-it-compost-it-a-beginners-guide-to-smarter-food-waste,australia news | the guardian,megan holbeck,"don’t bin it, compost it: a beginner’s guide to smarter food waste 

 ",396,lifestyle,0.5204356908798218,1,412
2025-05-12,‘deal with the women’s issue or enjoy oblivion’: conservative women on whether they can still call the liberal party home,nil,https://i.guim.co.uk/img/media/dc97d25e0defac15ad9f0728863a3ddf3d7bba4d/552_0_5000_4000/master/5000.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=53b6a0475c6f479b453b942a5cc9dd21,2025-05-10 10:00 AM,https://www.theguardian.com/australia-news/2025/may/10/liberal-party-women-say-watershed-moment-needed-to-win-them-back,australia news | the guardian,kate lyons and krishani dhanji,"‘deal with the women’s issue or enjoy oblivion’: conservative women on whether they can still call the liberal party home 

 ",397,politics,0.4758225679397583,1,412
2025-05-12,"after teal wave of 2022, there was no ‘sophomore surge’. where to from here for the independents?",nil,https://i.guim.co.uk/img/media/cd5d4637e8d8d3fd6d874fb7c589158b97b0a0c9/0_0_4000_3200/master/4000.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=6d01513c0f8fa716844dee3dfecb2fe1,2025-05-10 10:00 AM,https://www.theguardian.com/australia-news/2025/may/10/what-next-for-teal-independent-candidates-after-2025-federal-election,australia news | the guardian,tory shepherd,"after teal wave of 2022, there was no ‘sophomore surge’. where to from here for the independents? 

 ",398,politics,0.5394604206085205,1,412
2025-05-12,"almost half of victorian male inmates have a brain injury. for michael, diagnosis was the first step to a new life",nil,https://i.guim.co.uk/img/media/64e6a07006ee81c8927e27c30ffc6139a6b5c990/449_0_2915_2333/master/2915.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=550c8c027f4a06d8dacc7372f31751a0,2025-05-10 10:00 AM,https://www.theguardian.com/australia-news/2025/may/10/almost-half-of-victorian-male-inmates-have-a-brain-injury-for-michael-diagnosis-was-the-first-step-to-a-new-life-ntwnfb,australia news | the guardian,stephanie convery inequality reporter,"almost half of victorian male inmates have a brain injury. for michael, diagnosis was the first step to a new life 

 ",399,politics,0.5488241910934448,1,412
2025-05-12,‘a lot of pride and joy’: the first nations team representing australia at the venice biennale of architecture,nil,https://i.guim.co.uk/img/media/ca3e9d849792cc9c632159b20251935fc64e579b/0_0_5006_4004/master/5006.jpg?width=460&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=ecb6c860363996470b1f1d194bdc13e5,2025-05-10 10:00 AM,https://www.theguardian.com/artanddesign/2025/may/10/venice-biennale-architecture-the-creative-sphere-australia-design,australia news | the guardian,kelly burke,"‘a lot of pride and joy’: the first nations team representing australia at the venice biennale of architecture 

 ",400,lifestyle,0.5071319341659546,1,412
2025-05-12,st kilda coach ross lyon drops three-word zinger when quizzed about sore star nasiah wanganeen-milera,the ‘hard-arse’ coach saved his best for last as he exited the press-room.,https://images.7news.com.au/publication/C-18645033/5adaae3ce8639a8bd7d2d55099a56933f5347952-16x9-x0y0w1304h734.jpg,2025-05-10 10:04 AM,https://7news.com.au/sport/afl/st-kilda-coach-ross-lyon-drops-three-word-zinger-when-quizzed-about-sore-star-nasiah-wanganeen-milera-c-18645033,7news.com.au,roger vaughan,"st kilda coach ross lyon drops three-word zinger when quizzed about sore star nasiah wanganeen-milera 

 the ‘hard-arse’ coach saved his best for last as he exited the press-room.",401,sports,0.5238819122314453,1,412
2025-05-12,drones and blasts spark fears as india–pakistan clashes intensify,explosions across kashmir and amritsar stir fears of a broader conflict.,https://images.7news.com.au/publication/C-18644739/4f7a27f9e01037df03676ac6c0a19f46d1523711-16x9-x0y0w1280h720.jpg,2025-05-10 9:53 AM,https://7news.com.au/news/conflict/drones-and-blasts-spark-fears-as-indiapakistan-clashes-intensify-c-18644739,7news.com.au,digital staff,"drones and blasts spark fears as india–pakistan clashes intensify 

 explosions across kashmir and amritsar stir fears of a broader conflict.",402,politics,0.4676663875579834,1,412
2025-05-12,the impact of chinese australian voters this federal election | asia news week | abc news,nil,,2025-05-10 10:01 AM,https://www.youtube.com/watch?v=kCj-Bn4gtKg,abc news (australia),abc news (australia),"the impact of chinese australian voters this federal election | asia news week | abc news 

 ",403,politics,0.4210343360900879,1,412
2025-05-12,"poignant tribute to life of ‘gentle, humble’ former pow",nil,"https://static.ffx.io/images/$zoom_1,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_513,$y_129/t_crop_custom/q_86,f_auto/78428e234916be195fa79ba442f48d6981b636147ca277955f09c475cd852b6a",2025-05-10 9:45 AM,https://www.smh.com.au/national/western-australia/poignant-tribute-to-life-of-gentle-humble-former-pow-20250510-p5ly39.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,abe maddison,"poignant tribute to life of ‘gentle, humble’ former pow 

 ",404,lifestyle,0.5373142957687378,1,412
2025-05-12,justin bieber calls himself a 'selfish' person in cryptic post,"the pop star has described his desire to be ""free"" and ""honest"" with others.",https://images.7news.com.au/publication/C-18645024/c7e9bd34208f49066015e6635d7120b0a2c86ff9-16x9-x0y0w1280h720.jpg,2025-05-10 9:32 AM,https://7news.com.au/news/justin-bieber-calls-himself-a-selfish-person-in-cryptic-post-c-18645024,7news.com.au,digital staff,"justin bieber calls himself a 'selfish' person in cryptic post 

 the pop star has described his desire to be ""free"" and ""honest"" with others.",405,music,0.5082665085792542,1,412
2025-05-12,grandmother charged with murder of her two young grandsons | abc news,nil,,2025-05-10 9:18 AM,https://www.youtube.com/watch?v=N2CGRDu9ieE,abc news (australia),abc news (australia),"grandmother charged with murder of her two young grandsons | abc news 

 ",406,politics,0.5439972281455994,1,412
2025-05-12,who stole my recipe? maehashi and bellamy must realise they’re already cooked,nil,"https://static.ffx.io/images/$zoom_1,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_0/t_crop_custom/q_86,f_auto/9a10df55cf465ee97bcad4d662ede807ce8d7e44",2025-05-10 9:30 AM,https://www.smh.com.au/national/who-stole-my-recipe-maehashi-and-bellamy-must-realise-they-re-already-cooked-20250508-p5lxoj.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,malcolm knox,"who stole my recipe? maehashi and bellamy must realise they’re already cooked 

 ",407,lifestyle,0.6203322410583496,1,412
2025-05-12,"around 30,000 australians diagnosed with younger onset dementia | 9 news australia",nil,,2025-05-10 9:05 AM,https://www.youtube.com/watch?v=FlHE3VFdvn8,9news australia,9 news australia,"around 30,000 australians diagnosed with younger onset dementia | 9 news australia 

 ",408,politics,0.5251541137695312,1,412
2025-05-12,mixed day for aussies in giro d’italia with jay vine fighting back after nasty crash,the bodies went flying and one rider was taken away in a stretcher with serious injuries.,https://images.7news.com.au/publication/C-18644814/e6bd87d34df54137eb86e227b65b0eeb0539b58e-16x9-x0y2w1304h734.jpg,2025-05-10 9:03 AM,https://7news.com.au/sport/cycling/mixed-day-for-aussies-in-giro-ditalia-with-jay-vine-fighting-back-after-nasty-crash-c-18644814,7news.com.au,digital staff,"mixed day for aussies in giro d’italia with jay vine fighting back after nasty crash 

 the bodies went flying and one rider was taken away in a stretcher with serious injuries.",409,sports,0.4920418858528137,1,412
2025-05-12,why this major carmaker thinks in-car screens have reached their peak,"modern cars are getting larger screens, and more of them, but hyundai's chief creative officer thinks this trend won't last.",https://images.7news.com.au/publication/C-18644895/b44a464db2bd3c0659a354b9ca597fe4c43730c4-16x9-x0y263w5052h2842.png,2025-05-10 9:02 AM,https://7news.com.au/motoring/why-this-major-carmaker-thinks-in-car-screens-have-reached-their-peak-c-18644895,7news.com.au,william stopford,"why this major carmaker thinks in-car screens have reached their peak 

 modern cars are getting larger screens, and more of them, but hyundai's chief creative officer thinks this trend won't last.",410,music,0.5434128046035767,1,412
2025-05-12,residents terrified as gunshots tear through windows and car set ablaze in sydney’s north,some of the shots hit a home.,https://images.7news.com.au/publication/C-18644547/fb3d691bc6910e4d68eca7445f35cb6ff7e659f6-16x9-x1y0w1084h610.png,2025-05-10 9:01 AM,https://7news.com.au/news/residents-terrified-as-gunshots-tear-through-windows-and-car-set-ablaze-c-18644547,7news.com.au,demi huang,"residents terrified as gunshots tear through windows and car set ablaze in sydney’s north 

 some of the shots hit a home.",411,politics,0.5195451974868774,1,412
